Tenure,Bandwidth_GB_Year,Age,Income,Children,Outage_sec_perweek,Yearly_equip_failure,Contract_One year,Contract_Two Year,InternetService_Fiber Optic,PaymentMethod_Credit Card (automatic),PaymentMethod_Electronic Check,PaymentMethod_Mailed Check,Gender_Male,Gender_Nonbinary,Marital_Married,Marital_Never Married,Marital_Separated,Marital_Widowed,Techie_Yes,DeviceProtection_Yes,OnlineSecurity_Yes,OnlineBackup_Yes,StreamingTV_Yes,MonthlyCharge
-1.0487462125145348,-1.138487026758293,0.7209252390349075,-0.39877774033771896,-0.9723379092716081,-0.6799776032108321,0.9466579047036832,True,False,True,True,False,False,True,False,False,False,False,True,False,False,True,True,False,172.455519
-1.2620011592580802,-1.1858758365750726,-1.2599571596643748,-0.6419544475336846,-0.5065919164222484,0.5703310909326953,0.9466579047036832,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,242.632554
-0.709939803296579,-0.6121377506525425,-0.14873044819892378,-1.07088496294323,0.8906460621258305,0.25234705329419904,0.9466579047036832,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,159.947583
-0.6595239638828064,-0.5618571466817585,-0.2453588578915717,-0.740524915554176,-0.5065919164222484,1.6505058518829352,-0.6258635316811727,False,True,False,False,False,True,True,False,True,False,False,False,True,False,True,False,True,119.95684
-1.2425512017143743,-1.4281844686402452,1.4456383117297669,0.009477921370873651,-0.9723379092716081,-0.623156047089417,0.9466579047036832,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,True,149.948316
-1.0409751428135001,-1.0767888928661473,1.4456383117297669,-0.6080721568450029,0.4249000692764709,-0.5312245011031589,0.9466579047036832,True,False,True,False,True,False,False,False,False,True,False,False,False,True,True,True,False,185.007692
-0.8051442122278709,-0.6796212586964383,1.2523814923444712,-1.00499743131954,-0.9723379092716081,0.3968171392224275,0.9466579047036832,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,200.118516
-1.1444758337339471,-1.1041299460065446,-1.115014545125403,-0.4626942456000044,-0.04084592357288879,-0.7427124195663637,-0.6258635316811727,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,114.950905
-0.9948475885163598,-0.9516201278501973,-0.19704465304524774,0.6676801523191915,-0.04084592357288879,-1.432469057306725,4.0917007774733944,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,117.468591
-1.1763258177700682,-1.319603139560853,1.5905809262687387,0.3696817477171092,-0.5065919164222484,-0.4348389167038134,-0.6258635316811727,False,True,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,162.482694
-0.5770772231059956,-0.3036692559674181,-1.4532139790496708,-0.6108914550769511,2.2878840406739096,-0.22185659578786143,2.519179341088539,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,True,174.958118
-0.9078143071046398,-1.012157858334297,0.14115478087901998,-0.7612036701709215,-0.04084592357288879,-1.1159833426546335,0.9466579047036832,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,True,149.962093
-0.8136641324836795,-1.0049277035553403,1.4456383117297669,1.5555488005587546,-0.9723379092716081,-0.5806612799430625,-0.6258635316811727,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,137.439154
-0.6673905557377415,-0.6606519202176776,-1.1633287499717269,2.670625225254079,1.3563920549751902,-1.3848998900506508,-0.6258635316811727,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,184.971516
-0.9252790723682481,-0.8283261280844844,-1.115014545125403,0.8670630510548126,-0.5065919164222484,0.6011290888937205,-0.6258635316811727,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,159.965581
-0.7811957463028438,-0.7103868401018525,-0.6801867015084874,1.746706795659964,0.4249000692764709,0.26769363903760607,-0.6258635316811727,True,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,True,177.65076
-0.7088806634846492,-0.604966841184781,0.4793542148032877,-0.28893823584972883,-0.9723379092716081,1.1831829342716649,-0.6258635316811727,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,194.966286
-1.218636000354586,-1.1487550410882605,0.3344116002643158,0.15376286693651808,-0.04084592357288879,-0.05735514010217622,-0.6258635316811727,False,True,True,False,False,True,True,False,False,False,True,False,False,True,True,False,True,202.682861
-0.6586643495147995,-0.7135525973023463,0.3827258051106398,-0.019319702896465674,0.4249000692764709,-0.14353530992114066,-0.6258635316811727,False,True,True,False,False,False,False,False,False,False,False,True,True,True,False,True,True,152.490739
-0.8214296515667315,-0.6581869982279508,-1.4532139790496708,-0.7203281013521748,0.4249000692764709,0.30935918021572856,-0.6258635316811727,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,149.944668
-0.5321993969828047,-0.48601005518490786,-0.7285009063548112,-0.006479661250661224,0.8906460621258305,0.6946013958706415,4.0917007774733944,False,False,True,False,False,False,True,False,False,True,False,False,False,True,True,True,False,184.978458
-1.2143752859646828,-1.280548499448172,-1.115014545125403,0.20949844252423616,0.4249000692764709,-1.0138305010199666,-0.6258635316811727,False,True,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,127.495766
-1.054162420093918,-1.2261101571312558,-0.05210203850627586,-0.4384947371660538,0.4249000692764709,-0.21132390956102817,0.9466579047036832,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,124.964303
-0.9826308773775781,-1.1197956245812268,0.7209252390349075,1.4147094275241294,-0.04084592357288879,-0.972100660670392,-0.6258635316811727,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,149.948316
-1.0875153205165573,-1.1539420665647315,1.0591246729591752,-0.40025547816570994,0.4249000692764709,1.2587683298101524,-0.6258635316811727,False,False,True,True,False,False,False,False,False,False,False,True,False,True,True,False,False,162.511928
-1.1485071989623208,-1.1980894716016361,1.1557530826518232,-0.9662957364834148,-0.5065919164222484,-0.07869298174822566,-0.6258635316811727,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,92.455141
-0.9122140515257888,-0.8630365474292174,-0.2936730627378957,-1.1009340719225875,-0.5065919164222484,1.9694276252560166,0.9466579047036832,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,True,222.649979
-1.25308568712767,-1.360658197363495,0.8175536487275554,0.1445393288591926,-0.9723379092716081,1.5909020495836605,-0.6258635316811727,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,True,True,139.981577
-1.2516498984328337,-0.9760846270524461,-1.5981565935886426,-1.039927649841606,0.4249000692764709,1.1538580952306203,-0.6258635316811727,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,200.132293
-1.100544923191214,-0.7538103880389817,0.7692394438812314,-0.22569056033152565,0.8906460621258305,0.20695223342775257,-0.6258635316811727,False,True,False,True,False,False,True,False,False,True,False,False,False,True,True,True,True,257.651257
-0.8866023841903011,-0.7307735469823262,-0.3903014724305436,0.1268369729922258,3.219376026372629,-1.138751664278493,-0.6258635316811727,False,True,True,True,False,False,True,False,True,False,False,False,False,False,False,True,True,230.105118
-1.1701197658139526,-1.327056348209172,-0.6318724966621634,-0.6387943511129437,-0.9723379092716081,-1.8655639512216549,-0.6258635316811727,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,147.489301
-1.1269605980785402,-1.0883965188612057,1.397324106883443,0.43100095231891816,1.82213804782455,-0.4123840445518149,-0.6258635316811727,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,230.105118
-0.515357688285214,-0.325637960287283,1.0108104681128514,-0.49168656102826686,1.3563920549751902,0.3796264308214526,0.9466579047036832,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,True,True,174.958118
-1.1744634661179154,-1.0573597060308366,0.7692394438812314,-1.0140727345967455,0.8906460621258305,-1.4990771424928901,-0.6258635316811727,True,False,True,False,False,True,True,False,False,False,False,True,False,True,True,False,True,267.664655
-1.098550980314668,-0.9987162631662837,-0.05210203850627586,-1.1179186592837098,-0.5065919164222484,1.2775350846767848,0.9466579047036832,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True,True,False,162.483267
-1.1804516554861881,-1.1416648784921675,-1.3082713645106987,-1.05296770207896,-0.04084592357288879,2.119824427649595,0.9466579047036832,False,False,True,True,False,False,False,False,False,True,False,False,False,True,True,True,False,229.993134
-1.0349026237845231,-0.9387813135210594,-1.3565855693570228,-0.12687610775964053,-0.5065919164222484,-0.18642708763845017,-0.6258635316811727,True,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,140.00128
-0.9333207387803955,-1.0426335806062994,0.6242968293422596,-0.5110017682611331,-0.5065919164222484,2.29820503285419,-0.6258635316811727,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,184.964681
-0.6990525517323531,-0.8522085595627125,0.9141820584202033,0.3734088954426154,-0.5065919164222484,-0.6817873997765883,0.9466579047036832,False,True,True,False,True,False,True,False,False,False,False,False,False,True,False,True,False,147.473844
-0.9585756452581669,-0.9528729024515141,-1.5498423887423185,-0.0565830236912344,0.4249000692764709,0.47959680307296193,-0.6258635316811727,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,172.457857
-1.1921811278961985,-1.1438136302193977,0.09284057603269602,0.4638661678718479,0.4249000692764709,-0.6520704693976577,-0.6258635316811727,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,107.481989
-1.1573343176802533,-1.0373304772544547,-0.5835582918158394,-0.9859953612362096,0.8906460621258305,0.8555334857468215,2.519179341088539,False,True,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,255.141716
-0.6038404254573242,-0.6295261730645956,-1.018386135432755,-0.5573453571350253,0.8906460621258305,-0.5868142024971441,-0.6258635316811727,False,True,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,192.456745
-0.9729992408161331,-0.9059206478209695,-1.5015281838959946,-0.8748334462945169,-0.9723379092716081,1.0600817360325239,-0.6258635316811727,False,True,True,True,False,False,False,False,False,True,False,False,False,False,True,False,True,242.632554
-0.9132841365325185,-0.7695693630372736,-0.4386156772768675,0.519582593509311,-0.04084592357288879,0.19545504585166065,-0.6258635316811727,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,True,True,245.174977
-0.4639909371848937,-0.4610389376855131,-1.4532139790496708,3.27355644422271,-0.04084592357288879,0.840090225765986,-0.6258635316811727,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,184.964681
-0.9492204971909545,-0.9968953665672087,-0.4869298821231915,-0.08684136360856051,0.4249000692764709,-0.08461701059651934,-0.6258635316811727,False,False,True,True,False,False,False,False,False,True,False,False,True,True,True,True,False,195.006206
-1.0122593134363107,-1.2137782923297118,1.5905809262687387,-0.4706904137174844,-0.5065919164222484,-0.7168280307738032,2.519179341088539,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,104.962874
-0.8682032012376165,-1.141491117095143,1.4939525165760907,1.2987887499441337,-0.04084592357288879,0.8178397640625723,0.9466579047036832,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,92.488023
-1.179286103995116,-1.0827246866446159,0.43104000995696373,-1.2463268775733396,-0.04084592357288879,-0.351050649784829,-0.6258635316811727,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,184.979684
-1.028197013600445,-0.987603634487446,0.7209252390349075,0.1423452410401909,1.3563920549751902,-0.6676454915016649,-0.6258635316811727,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,187.656013
-1.0982504698011073,-1.219561571144557,0.28609739541799184,-0.050193323622902165,-0.5065919164222484,-1.94615346356681,-0.6258635316811727,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,149.962093
-1.2470210102072885,-1.3451806654628662,-1.066700340279079,0.1535781053794307,-0.9723379092716081,0.38232753300818,-0.6258635316811727,True,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,True,169.944668
-0.84890345578031,-0.9590338784769216,-0.10041624335259981,-0.9022561750593073,-0.9723379092716081,-0.3240932814640538,-0.6258635316811727,False,False,True,False,False,True,True,False,False,False,False,True,False,True,True,False,False,160.00128
-0.7767841860936733,-0.7101059477125631,0.2377831905716679,0.7997935313544056,-0.5065919164222484,0.3071705331441532,0.9466579047036832,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,129.962093
-0.9440689105057617,-0.9463779442668685,0.9624962632665273,1.5188014645347383,-0.5065919164222484,-0.5424376245598191,0.9466579047036832,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,114.950905
-1.0511123200381538,-1.113956572196924,-0.970071930586431,-0.8552465934710002,-0.5065919164222484,0.48621178204175647,0.9466579047036832,False,True,True,False,False,True,False,False,False,False,False,True,False,True,True,False,False,142.515576
-0.7112042140138669,-0.6971845015002373,0.2377831905716679,-0.8950199762639738,-0.5065919164222484,0.07335295362755087,-0.6258635316811727,False,True,True,True,False,False,True,False,False,False,True,False,False,False,False,False,True,220.14775
-1.0321779935297548,-1.2427450832676,-0.19704465304524774,-0.37588752109525925,-0.9723379092716081,-0.5297240177404023,-0.6258635316811727,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,124.97808
-1.1971666963493675,-1.0549910532099382,-1.3082713645106987,0.5501108058737456,-0.5065919164222484,-0.5428890813865332,-0.6258635316811727,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,164.964681
-1.217064843981979,-1.2299127028999968,-1.3565855693570228,1.490311657986309,-0.5065919164222484,-0.14648617399405373,-0.6258635316811727,False,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False,True,194.976769
-1.004687944054223,-0.9042238189449593,-0.5352440869695154,2.1373374105600256,-0.9723379092716081,0.2660235696596731,-0.6258635316811727,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,152.455519
